50126,v,0.312774,0.401554,0.719715
50299,v,0.375813,0.403101,0.678644
52694,v,-0.424068,-0.333863,1.507145
52695,v,-0.387476,-0.336719,1.564049
52699,v,-0.417374,-0.316202,1.451466
52701,v,-0.364078,-0.348186,1.561096
52702,v,-0.389475,-0.349574,1.584973
52705,v,-0.407551,-0.319412,1.409876
52710,v,-0.344168,-0.358197,1.576589
52712,v,-0.529946,-0.307934,1.326666
52713,v,-0.532365,-0.292803,1.301091
52714,v,-0.526341,-0.314114,1.310371
62488,v,0.589108,-0.371084,1.137564
62496,v,0.564809,-0.401816,1.124806
62502,v,0.60364,-0.399975,1.132252
62503,v,0.589692,-0.383629,1.128815
62507,v,0.607847,-0.386333,1.135924
62508,v,0.608422,-0.390998,1.134226
62509,v,0.613202,-0.387364,1.139038
62510,v,0.603135,-0.404169,1.132751
69759,v,0.394692,-0.020315,1.411547
69760,v,0.396624,-0.066989,1.409169
69761,v,0.484816,-0.029187,1.48283
69777,v,0.511858,-0.020255,1.493569
69778,v,0.435137,-0.00743,1.417379
69779,v,0.533041,-0.020753,1.496108
69780,v,0.532989,-0.020618,1.49614
72463,v,-0.447983,-0.384256,1.29152
72465,v,-0.430611,-0.389167,1.29479
72466,v,-0.405677,-0.387785,1.287225
72467,v,-0.4372,-0.387037,1.286626
72474,v,-0.491199,-0.350985,1.299769
72476,v,-0.399251,-0.383642,1.276799
72479,v,-0.294125,-0.333685,1.207368
72480,v,-0.267427,-0.342333,1.237188
72481,v,-0.269247,-0.336554,1.225641
72485,v,0.75282,0.276856,1.555874
72486,v,0.79652,0.273814,1.560118
72487,v,0.780933,0.263997,1.647618
72488,v,0.853055,0.286667,1.445013
72489,v,0.901359,0.284906,1.442839
72490,v,0.894729,0.27797,1.504955
72507,v,0.923762,0.283099,1.461888
72508,v,0.931706,0.280417,1.491818
72509,v,0.882695,0.270656,1.566702
72510,v,0.849421,0.274707,1.538575
72511,v,0.92612,0.275051,1.529796
72512,v,0.909956,0.273695,1.546917
72513,v,0.937483,0.284525,1.439403
72514,v,0.922333,0.28908,1.415112
72515,v,0.93404,0.294734,1.375968
72516,v,0.920861,0.291385,1.385649
72517,v,0.799467,0.282508,1.488343
72518,v,0.77714,0.280897,1.51106
72519,v,0.782933,0.283742,1.490409
72520,v,0.795853,0.278512,1.522643
72521,v,0.754166,0.285215,1.492797
72522,v,0.689244,0.285126,1.512373
72523,v,0.754069,0.294806,1.422296
72524,v,0.886963,0.292167,1.400929
72525,v,0.776445,0.28729,1.466115
72558,v,0.794373,0.292953,1.417485
72559,v,0.790513,0.288268,1.448764
72562,v,0.780253,0.277601,1.535175
72569,v,0.822033,0.289055,1.429199
72570,v,0.828749,0.296164,1.396001
72571,v,0.735414,0.282428,1.517891
72572,v,0.840428,0.280409,1.491381
72573,v,0.81573,0.285375,1.455998
72574,v,0.816703,0.276682,1.528092
72575,v,0.914975,0.271628,1.556642
72576,v,0.932279,0.273923,1.542423
72577,v,0.826271,0.273697,1.550902
72578,v,0.832644,0.268308,1.599311
72579,v,0.873948,0.263956,1.632734
72580,v,0.860231,0.265129,1.61157
83932,v,0.466729,0.367352,0.937307
84176,v,0.652474,0.357921,0.958528
84177,v,0.689495,0.349779,0.99058
84178,v,0.643873,0.353418,1.005383
84179,v,0.875013,0.365435,0.855476
84180,v,0.851184,0.351566,0.936754
84181,v,0.781353,0.364764,0.872593
84190,v,0.618343,0.362418,0.936887
84191,v,0.609842,0.355815,0.991375
84214,v,0.74938,0.341607,1.023403
84283,v,0.889832,0.365308,0.833744
84284,v,0.906846,0.366379,0.859835
84588,v,0.792741,0.373931,0.82647
84589,v,0.845008,0.374882,0.800494
84818,v,0.711991,0.370747,0.848366
84819,v,0.683984,0.364911,0.898659
84823,v,0.887518,0.377328,0.807927
84826,v,0.61722,0.365457,0.916975
84833,v,0.898839,0.348302,0.920791
84834,v,0.874948,0.37945,0.785908
84835,v,0.878718,0.381612,0.788414
84836,v,0.516491,0.36458,0.941476
84849,v,0.708906,0.359497,0.925094
84871,v,0.874148,0.379218,0.777664
91175,v,0.672718,0.301021,1.404882
93705,v,0.831202,0.246548,1.777707
93706,v,0.801627,0.235486,1.830561
93707,v,0.788801,0.246941,1.780023
93708,v,0.863822,0.238964,1.810774
93709,v,0.777802,0.257842,1.705789
93710,v,0.756279,0.257484,1.712442
93712,v,0.620458,0.265791,1.669532
93728,v,0.702329,0.263626,1.667806
93734,v,0.935959,0.238655,1.812277
93735,v,0.903328,0.236189,1.823475
93736,v,0.917925,0.241756,1.797108
93737,v,0.918686,0.235053,1.824195
93738,v,0.793298,0.253541,1.750927
93739,v,0.806975,0.252996,1.747678
93740,v,0.798093,0.254254,1.741996
93745,v,0.770576,0.222881,1.892254
93747,v,0.766571,0.224751,1.886506
93748,v,0.801033,0.255534,1.726696
93749,v,0.813668,0.255181,1.715061
93750,v,0.82718,0.25375,1.733628
93758,v,0.882902,0.247596,1.759784
93759,v,0.870931,0.254142,1.702263
93760,v,0.897243,0.250558,1.747514
93761,v,0.795072,0.257111,1.711002
93762,v,0.779319,0.254595,1.734439
93765,v,0.929026,0.243242,1.77587
93767,v,0.945879,0.240821,1.802684
93768,v,0.9426,0.240093,1.796873
93769,v,0.948342,0.238112,1.810219
93773,v,0.844173,0.231446,1.859682
93779,v,0.832731,0.260302,1.668676
93781,v,0.780921,0.253324,1.75186
93782,v,0.637813,0.277965,1.584078
93814,v,0.580502,0.275934,1.611662
94212,v,-0.119334,0.088716,1.258996
116153,v,0.807382,0.34328,0.995081
116154,v,0.814649,0.34461,0.980197
116155,v,0.837682,0.34118,1.002608
116157,v,0.779714,0.333017,1.119003
116158,v,0.774895,0.331743,1.188152
116160,v,0.826883,0.329512,1.145541
116168,v,0.801539,0.335739,1.053607
116169,v,0.767018,0.348453,0.975299
116180,v,0.817499,0.337929,1.030077
116182,v,0.805217,0.338105,1.035523
116192,v,0.89201,0.328906,1.134269
116194,v,0.78504,0.339503,1.027367
116210,v,0.930611,0.342452,0.96224
123489,v,0.024238,-0.366925,1.131039
123490,v,0.037768,-0.363478,1.106477
123491,v,-0.010791,-0.356091,1.108149
134962,v,-0.454773,0.405851,1.45145
134969,v,-0.471876,0.408983,1.48888
154998,v,-0.240608,-0.393613,1.660312
154999,v,-0.274503,-0.371135,1.592398
155000,v,-0.222071,-0.401435,1.706292
155001,v,-0.236026,-0.409558,1.717397
155002,v,-0.24862,-0.39891,1.687647
159273,v,0.295439,0.040374,1.068407
159274,v,0.303752,0.039061,1.070488
159275,v,0.302137,0.021879,1.049886
159276,v,0.303731,-0.000836,1.01969
159277,v,0.298679,0.05215,1.085485
159289,v,-0.431912,0.433791,1.503033
159290,v,-0.424792,0.453311,1.464478
159291,v,-0.374406,0.473454,1.540436
159292,v,-0.319506,0.475759,1.57156
159293,v,-0.315284,0.488134,1.572885
159294,v,-0.333984,0.476832,1.558428
159295,v,-0.36952,0.485189,1.513874
159296,v,-0.328958,0.486262,1.549004
159297,v,-0.353668,0.497748,1.56675
159298,v,-0.322055,0.494227,1.574281
159299,v,-0.331938,0.499895,1.558453
159300,v,-0.438224,0.418734,1.436876
159301,v,-0.348438,0.507062,1.557331
161688,v,-0.048987,0.182623,1.825363
171139,v,-0.019378,-0.362015,1.133011
172407,v,-0.429885,0.534418,1.462992
172408,v,-0.436984,0.516267,1.452019
172409,v,-0.390031,0.518589,1.514108
172410,v,-0.488182,0.512319,1.424964
172411,v,-0.464576,0.516198,1.41381
172412,v,-0.496465,0.428753,1.373303
172413,v,-0.534122,0.431232,1.337965
172415,v,-0.457811,0.439452,1.411366
172416,v,-0.461824,0.537711,1.450196
172417,v,-0.490104,0.476303,1.392538
172479,v,0.921344,0.312985,1.231899
172483,v,0.900513,0.319094,1.214516
172494,v,0.857164,0.327296,1.187729
172501,v,0.909533,0.318778,1.18939
176917,v,-0.446252,0.531811,1.48535
176918,v,-0.503263,0.408821,1.472873
176919,v,-0.475777,0.448824,1.498633
176920,v,-0.471336,0.517906,1.48708
176921,v,-0.464408,0.518059,1.508794
176922,v,-0.461585,0.502903,1.50817
176923,v,-0.461447,0.510001,1.513354
176924,v,-0.402957,0.504179,1.528167
176925,v,-0.451901,0.521023,1.506112
176926,v,-0.458643,0.512068,1.510302
176927,v,-0.449916,0.509334,1.522364
176928,v,-0.442107,0.472947,1.523677
176929,v,-0.455022,0.436086,1.514097
176930,v,-0.47882,0.494941,1.493233
176931,v,-0.497861,0.476236,1.47747
194906,v,-0.321661,-0.317063,1.158727
205613,v,-0.544857,0.473048,1.353802
210962,v,-0.595898,-0.402748,2.30632
210963,v,-0.596078,-0.402712,2.305989
210964,v,-0.596078,-0.402127,2.306115
210996,v,0.596143,0.254179,2.133464
210997,v,0.596991,0.254151,2.13298
210998,v,0.597142,0.254081,2.133383
211121,v,0.870857,0.38601,0.6974
211122,v,0.872199,0.38645,0.697502
211123,v,0.868187,0.385828,0.702048
211207,v,0.066194,-0.270151,1.686384
211208,v,0.064429,-0.273471,1.68872
211209,v,0.065159,-0.271548,1.68923
214957,v,0.045911,-0.288286,0.93445
214958,v,0.04609,-0.28789,0.934361
214959,v,0.041169,-0.28679,0.932778
216889,v,-0.65712,0.177141,4.631984
216890,v,-0.655383,0.198803,4.627629
216891,v,-0.668499,0.195168,4.639409
216892,v,-0.657373,0.182392,4.631759
233153,v,-0.509516,0.521401,1.444434
233154,v,-0.511123,0.519241,1.448956
238135,v,-0.264672,-0.341601,1.234181
238136,v,-0.269301,-0.33823,1.240633
242024,v,0.296629,0.043293,1.101477
244186,v,-0.02087,-0.250423,2.204314
244187,v,-0.010424,-0.25193,2.146992
244188,v,-0.014334,-0.236205,2.092008
244189,v,-0.004647,-0.237876,1.961417
244190,v,-0.027533,-0.208663,1.965682
244191,v,-0.01541,-0.230939,2.006058
244192,v,-0.013846,-0.256884,2.231621
244193,v,-0.023167,-0.25072,2.22412
244194,v,-0.012717,-0.243909,2.014792
244991,v,-0.120907,-0.373061,1.811664
244992,v,-0.172132,-0.394285,1.745417
244993,v,-0.120923,-0.373086,1.811671
244994,v,-0.172017,-0.394293,1.74558
257741,v,-0.263578,-0.339254,1.220241
259362,v,-0.44842,0.494779,1.416793
259363,v,-0.548053,0.441651,1.295563
284422,v,0.020887,-0.288596,1.928622
284423,v,-0.005387,-0.276132,1.946433
284424,v,0.013959,-0.293422,1.899289
284425,v,0.033246,-0.305446,1.858229
284426,v,0.019817,-0.297145,1.888723
284427,v,0.027501,-0.300143,1.876046
285387,v,0.846738,-0.286681,0.442711
285388,v,0.854392,-0.265305,0.376448
285389,v,0.853247,-0.278624,0.410229
285390,v,0.840786,-0.277095,0.429833
285391,v,0.853575,-0.268252,0.387688
287448,v,-0.456352,0.519579,1.415003
296880,v,0.016504,-0.305816,1.870108
296881,v,0.034024,-0.297791,1.831358
303531,v,-0.738632,-0.381907,4.965007
303532,v,-0.741817,-0.383593,4.966368
303533,v,-0.751412,-0.381855,4.966891
303534,v,-0.715315,-0.386493,4.962566
303535,v,-0.745636,-0.384275,4.969412
303536,v,-0.74473,-0.385938,4.968959
303537,v,-0.693106,-0.39043,4.963442
303538,v,-0.731887,-0.385032,4.966603
303539,v,-0.692394,-0.386984,4.959039
303540,v,-0.693826,-0.386917,4.959439
303541,v,-0.687361,-0.386908,4.957224
303542,v,-0.682257,-0.388606,4.957634
303543,v,-0.691569,-0.387329,4.959369
